Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Returned;Person_Region
102;CA-2014-168368;2/11/2018;2/15/2018;Second Class;GA-14725;Guy Armstrong;Consumer;United States;Columbia;Missouri;65203;Central;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";332,94;3;0;53,2704;;Kelly Williams
103;CA-2014-168368;2/11/2018;2/15/2018;Second Class;GA-14725;Guy Armstrong;Consumer;United States;Columbia;Missouri;65203;Central;OFF-BI-10004654;Office Supplies;Binders;VariCap6 Expandable Binder;51,9;3;0;24,393;;Kelly Williams
104;CA-2014-168368;2/11/2018;2/15/2018;Second Class;GA-14725;Guy Armstrong;Consumer;United States;Columbia;Missouri;65203;Central;OFF-ST-10002583;Office Supplies;Storage;Fellowes Neat Ideas Storage Cubes;64,96;2;0;2,5984;;Kelly Williams
105;US-2014-110674;2/12/2018;2/18/2018;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Concord;California;94521;West;FUR-CH-10000225;Furniture;Chairs;Global Geo Office Task Chair, Gray;129,568;2;0,2;-24,294;;Anna Andreadi
106;CA-2014-107706;2/14/2018;2/19/2018;Second Class;ST-20530;Shui Tom;Consumer;United States;Houston;Texas;77095;Central;OFF-PA-10000466;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;16,176;3;0,2;6,066;;Kelly Williams
107;CA-2014-121762;2/14/2018;2/18/2018;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Seattle;Washington;98103;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;239,97;3;0;86,3892;;Anna Andreadi
108;CA-2014-121762;2/14/2018;2/18/2018;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Seattle;Washington;98103;West;OFF-AP-10001293;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;81,96;2;0;22,9488;;Anna Andreadi
109;CA-2014-121762;2/14/2018;2/18/2018;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Seattle;Washington;98103;West;OFF-SU-10000157;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;238,62;2;0;4,7724;;Anna Andreadi
110;CA-2014-165568;2/15/2018;2/19/2018;Standard Class;BF-11020;Barry Französisch;Corporate;United States;Seattle;Washington;98105;West;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;21,36;5;0,2;7,209;;Anna Andreadi
111;CA-2014-122567;2/16/2018;2/21/2018;Standard Class;MN-17935;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1,08;3;0,8;-1,728;;Kelly Williams
112;CA-2014-122567;2/16/2018;2/21/2018;Standard Class;MN-17935;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;OFF-AP-10001303;Office Supplies;Appliances;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;7,96;2;0,8;-13,93;;Kelly Williams
113;CA-2014-154165;2/17/2018;2/24/2018;Standard Class;DL-13315;Delfina Latchford;Consumer;United States;Chicago;Illinois;60653;Central;OFF-AR-10003631;Office Supplies;Art;Staples in misc. colors;54,208;14;0,2;8,8088;;Kelly Williams
114;US-2014-165589;2/18/2018;2/18/2018;Same Day;TB-21595;Troy Blackwell;Consumer;United States;Lubbock;Texas;79424;Central;FUR-FU-10002396;Furniture;Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;25,16;5;0,6;-11,322;;Kelly Williams
115;CA-2014-152905;2/18/2018;2/24/2018;Standard Class;AB-10015;Aaron Bergman;Consumer;United States;Arlington;Texas;76017;Central;OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins;12,624;2;0,2;-2,5248;;Kelly Williams
116;CA-2014-109491;2/20/2018;2/26/2018;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Richmond;Indiana;47374;Central;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;62,31;3;0;22,4316;;Kelly Williams
117;CA-2014-109491;2/20/2018;2/26/2018;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Richmond;Indiana;47374;Central;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;20,32;4;0;6,9088;;Kelly Williams
118;CA-2014-164903;2/20/2018;2/24/2018;Standard Class;SR-20740;Steven Roelle;Home Office;United States;Los Angeles;California;90049;West;OFF-PA-10003363;Office Supplies;Paper;Xerox 204;12,96;2;0;6,2208;;Anna Andreadi
119;CA-2014-165540;2/21/2018;2/25/2018;Standard Class;TM-21010;Tamara Manning;Consumer;United States;Woodstock;Illinois;60098;Central;OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;8,85;5;0,8;-13,7175;;Kelly Williams
120;CA-2014-133354;2/22/2018;2/24/2018;First Class;SA-20830;Sue Ann Reed;Consumer;United States;Moreno Valley;California;92553;West;OFF-PA-10001800;Office Supplies;Paper;Xerox 220;19,44;3;0;9,3312;;Anna Andreadi
121;CA-2014-103744;2/23/2018;2/27/2018;Standard Class;MG-17875;Michael Grace;Home Office;United States;El Paso;Texas;79907;Central;OFF-LA-10004425;Office Supplies;Labels;Staple-on labels;6,936;3;0,2;2,3409;Yes;Kelly Williams
122;CA-2014-103744;2/23/2018;2/27/2018;Standard Class;MG-17875;Michael Grace;Home Office;United States;El Paso;Texas;79907;Central;OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;4,428;3;0,8;-6,8634;Yes;Kelly Williams
123;US-2014-137680;2/24/2018;3/2/2018;Standard Class;JH-15430;Jennifer Halladay;Consumer;United States;Medford;Oregon;97504;West;OFF-PA-10000174;Office Supplies;Paper;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";32,896;4;0,2;11,1024;;Anna Andreadi
124;US-2014-137680;2/24/2018;3/2/2018;Standard Class;JH-15430;Jennifer Halladay;Consumer;United States;Medford;Oregon;97504;West;OFF-PA-10000069;Office Supplies;Paper;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;22,776;3;0,2;7,6869;;Anna Andreadi
125;CA-2014-156545;2/27/2018;3/3/2018;First Class;JS-16030;Joy Smith;Consumer;United States;Columbus;Ohio;43229;East;OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;19,456;4;0,2;3,4048;;Chuck Magee
126;CA-2014-104269;3/1/2018;3/6/2018;Second Class;DB-13060;Dave Brooks;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;457,568;2;0,2;51,4764;;Anna Andreadi
127;US-2014-143707;3/1/2018;3/5/2018;Standard Class;HR-14770;Hallie Redmond;Home Office;United States;New York City;New York;10035;East;TEC-PH-10003655;Technology;Phones;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;5,94;3;0;1,6038;;Chuck Magee
128;CA-2014-113880;3/1/2018;3/5/2018;Standard Class;VF-21715;Vicky Freymann;Home Office;United States;Elmhurst;Illinois;60126;Central;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;634,116;6;0,3;-172,1172;;Kelly Williams
129;CA-2014-113880;3/1/2018;3/5/2018;Standard Class;VF-21715;Vicky Freymann;Home Office;United States;Elmhurst;Illinois;60126;Central;OFF-PA-10003036;Office Supplies;Paper;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";17,472;3;0,2;5,6784;;Kelly Williams
130;CA-2014-131009;3/1/2018;3/5/2018;Standard Class;SC-20380;Shahid Collister;Consumer;United States;El Paso;Texas;79907;Central;OFF-FA-10004395;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth;18,84;5;0,2;-3,5325;;Kelly Williams
131;CA-2014-131009;3/1/2018;3/5/2018;Standard Class;SC-20380;Shahid Collister;Consumer;United States;El Paso;Texas;79907;Central;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;362,25;6;0,3;0;;Kelly Williams
132;CA-2014-131009;3/1/2018;3/5/2018;Standard Class;SC-20380;Shahid Collister;Consumer;United States;El Paso;Texas;79907;Central;FUR-FU-10001095;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;63,552;6;0,6;-34,9536;;Kelly Williams
133;CA-2014-131009;3/1/2018;3/5/2018;Standard Class;SC-20380;Shahid Collister;Consumer;United States;El Paso;Texas;79907;Central;OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;129,552;3;0,2;-22,6716;;Kelly Williams
134;CA-2014-168312;3/1/2018;3/7/2018;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;137,352;3;0,2;8,5845;;Kelly Williams
135;CA-2014-168312;3/1/2018;3/7/2018;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Houston;Texas;77036;Central;FUR-TA-10001866;Furniture;Tables;Bevis Round Conference Room Tables and Bases;376,509;3;0,3;-43,0296;;Kelly Williams
136;CA-2014-107524;3/2/2018;3/8/2018;Standard Class;KN-16705;Kristina Nunn;Home Office;United States;New York City;New York;10009;East;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;11,36;2;0;5,3392;;Chuck Magee
137;CA-2014-107524;3/2/2018;3/8/2018;Standard Class;KN-16705;Kristina Nunn;Home Office;United States;New York City;New York;10009;East;OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper, Assorted Colors;36,4;5;0;17,472;;Chuck Magee
138;CA-2014-111157;3/2/2018;3/6/2018;Standard Class;NH-18610;Nicole Hansen;Corporate;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10000327;Office Supplies;Paper;Xerox 1971;3,424;1;0,2;1,07;;Chuck Magee
139;CA-2014-111157;3/2/2018;3/6/2018;Standard Class;NH-18610;Nicole Hansen;Corporate;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10004353;Technology;Accessories;Hypercom P1300 Pinpad;151,2;3;0,2;32,13;;Chuck Magee
140;CA-2014-155852;3/3/2018;3/7/2018;Second Class;AJ-10945;Ashley Jarboe;Consumer;United States;Wilmington;North Carolina;28403;South;OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;19,456;4;0,2;3,4048;;Cassandra Brandow
141;CA-2014-127964;3/3/2018;3/8/2018;Standard Class;AP-10720;Anne Pryor;Home Office;United States;New York City;New York;10035;East;TEC-PH-10004700;Technology;Phones;PowerGen Dual USB Car Charger;9,99;1;0;4,5954;;Chuck Magee
142;CA-2014-127964;3/3/2018;3/8/2018;Standard Class;AP-10720;Anne Pryor;Home Office;United States;New York City;New York;10035;East;OFF-BI-10004593;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers;125,76;3;0,2;40,872;;Chuck Magee
143;CA-2014-127964;3/3/2018;3/8/2018;Standard Class;AP-10720;Anne Pryor;Home Office;United States;New York City;New York;10035;East;OFF-BI-10003429;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;25,32;5;0,2;9,1785;;Chuck Magee
144;US-2014-127978;3/3/2018;3/8/2018;Standard Class;JS-15595;Jill Stevenson;Corporate;United States;Columbus;Ohio;43229;East;OFF-LA-10000305;Office Supplies;Labels;Avery 495;15,12;3;0,2;4,914;;Chuck Magee
145;US-2014-127978;3/3/2018;3/8/2018;Standard Class;JS-15595;Jill Stevenson;Corporate;United States;Columbus;Ohio;43229;East;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;302,45;5;0,5;-199,617;;Chuck Magee
146;US-2014-127978;3/3/2018;3/8/2018;Standard Class;JS-15595;Jill Stevenson;Corporate;United States;Columbus;Ohio;43229;East;OFF-ST-10002486;Office Supplies;Storage;Eldon Shelf Savers Cubes and Bins;44,672;8;0,2;-10,0512;;Chuck Magee
147;CA-2014-130421;3/3/2018;3/7/2018;Standard Class;SC-20020;Sam Craven;Consumer;United States;Houston;Texas;77095;Central;OFF-AP-10002534;Office Supplies;Appliances;3.6 Cubic Foot Counter Height Office Refrigerator;176,772;3;0,8;-459,6072;;Kelly Williams
148;CA-2014-105648;3/3/2018;3/7/2018;Standard Class;EJ-14155;Eva Jacobs;Consumer;United States;San Diego;California;92037;West;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;626,352;3;0,2;-23,4882;;Anna Andreadi
149;CA-2014-116239;3/4/2018;3/4/2018;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Columbia;South Carolina;29203;South;OFF-ST-10001370;Office Supplies;Storage;Sensible Storage WireTech Storage Systems;354,9;5;0;17,745;;Cassandra Brandow
150;CA-2014-117016;3/4/2018;3/9/2018;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Margate;Florida;33063;South;OFF-AR-10001374;Office Supplies;Art;BIC Brite Liner Highlighters, Chisel Tip;15,552;3;0,2;2,3328;;Cassandra Brandow
151;CA-2014-169061;3/5/2018;3/8/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Yonkers;New York;10701;East;OFF-AR-10000588;Office Supplies;Art;Newell 345;59,52;3;0;15,4752;;Chuck Magee
152;CA-2014-169061;3/5/2018;3/8/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Yonkers;New York;10701;East;TEC-AC-10002001;Technology;Accessories;Logitech Wireless Gaming Headset G930;479,97;3;0;177,5889;;Chuck Magee
153;CA-2014-169061;3/5/2018;3/8/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Yonkers;New York;10701;East;OFF-SU-10000381;Office Supplies;Supplies;Acme Forged Steel Scissors with Black Enamel Handles;18,62;2;0;5,3998;;Chuck Magee
154;CA-2014-169061;3/5/2018;3/8/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Yonkers;New York;10701;East;OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs;49,632;6;0,2;16,7508;;Chuck Magee
155;CA-2014-169061;3/5/2018;3/8/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Yonkers;New York;10701;East;OFF-PA-10001878;Office Supplies;Paper;Xerox 1891;97,82;2;0;45,9754;;Chuck Magee
156;CA-2014-156587;3/7/2018;3/8/2018;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;48,712;1;0,2;5,4801;;Anna Andreadi
157;CA-2014-156587;3/7/2018;3/8/2018;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-AR-10001427;Office Supplies;Art;Newell 330;17,94;3;0;4,6644;;Anna Andreadi
158;CA-2014-156587;3/7/2018;3/8/2018;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";242,94;3;0;4,8588;;Anna Andreadi
159;US-2014-131982;3/7/2018;3/11/2018;Second Class;NP-18685;Nora Pelletier;Home Office;United States;Des Moines;Washington;98198;West;OFF-BI-10004224;Office Supplies;Binders;Catalog Binders with Expanding Posts;107,648;2;0,2;33,64;;Anna Andreadi
160;CA-2014-104563;3/7/2018;3/12/2018;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;20,65;5;0;9,499;;Anna Andreadi
161;CA-2014-104563;3/7/2018;3/12/2018;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;OFF-ST-10000934;Office Supplies;Storage;"Contico 72""H Heavy-Duty Storage System";204,9;5;0;0;;Anna Andreadi
162;CA-2014-104563;3/7/2018;3/12/2018;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10002780;Furniture;Chairs;Office Star - Task Chair with Contemporary Loop Arms;436,704;6;0,2;21,8352;;Anna Andreadi
163;CA-2014-104563;3/7/2018;3/12/2018;Standard Class;CM-12715;Craig Molinari;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10004495;Furniture;Chairs;Global Leather and Oak Executive Chair, Black;481,568;2;0,2;54,1764;;Anna Andreadi
164;US-2014-100279;3/10/2018;3/14/2018;Standard Class;SW-20275;Scott Williamson;Consumer;United States;Royal Oak;Michigan;48073;Central;OFF-PA-10002259;Office Supplies;Paper;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";22,38;2;0;10,7424;;Kelly Williams
165;US-2014-140116;3/10/2018;3/17/2018;Standard Class;KT-16480;Kean Thornton;Consumer;United States;Denver;Colorado;80219;West;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;636,408;3;0,2;-15,9102;;Anna Andreadi
166;US-2014-140116;3/10/2018;3/17/2018;Standard Class;KT-16480;Kean Thornton;Consumer;United States;Denver;Colorado;80219;West;OFF-AR-10001044;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;83,168;4;0,2;9,3564;;Anna Andreadi
167;CA-2014-166884;3/11/2018;3/16/2018;Second Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FUR-FU-10003981;Furniture;Furnishings;Eldon Wave Desk Accessories;8,32;5;0,2;2,288;;Chuck Magee
168;CA-2014-166884;3/11/2018;3/16/2018;Second Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;OFF-FA-10001561;Office Supplies;Fasteners;Stockwell Push Pins;10,464;6;0,2;1,7004;;Chuck Magee
169;CA-2014-158337;3/11/2018;3/14/2018;Second Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10024;East;OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.;108,92;14;0;49,014;;Chuck Magee
170;CA-2014-114790;3/11/2018;3/13/2018;Second Class;FM-14215;Filia McAdams;Corporate;United States;Richmond;Kentucky;40475;South;OFF-AP-10002578;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;146,76;3;0;38,1576;;Cassandra Brandow
171;CA-2014-114790;3/11/2018;3/13/2018;Second Class;FM-14215;Filia McAdams;Corporate;United States;Richmond;Kentucky;40475;South;TEC-AC-10000710;Technology;Accessories;Maxell DVD-RAM Discs;32,96;2;0;14,1728;;Cassandra Brandow
172;CA-2014-114790;3/11/2018;3/13/2018;Second Class;FM-14215;Filia McAdams;Corporate;United States;Richmond;Kentucky;40475;South;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;587,97;3;0;164,6316;;Cassandra Brandow
173;CA-2014-114790;3/11/2018;3/13/2018;Second Class;FM-14215;Filia McAdams;Corporate;United States;Richmond;Kentucky;40475;South;OFF-PA-10000213;Office Supplies;Paper;Xerox 198;14,94;3;0;7,0218;;Cassandra Brandow
174;US-2014-103338;3/11/2018;3/15/2018;Standard Class;RB-19435;Richard Bierner;Consumer;United States;Roseville;California;95661;West;OFF-AR-10001770;Office Supplies;Art;Economy #2 Pencils;7,98;3;0;2,0748;;Anna Andreadi
175;CA-2014-157623;3/14/2018;3/18/2018;Standard Class;DK-13225;Dean Katz;Corporate;United States;Huntington Beach;California;92646;West;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;10,56;2;0;4,752;;Anna Andreadi
176;CA-2014-157623;3/14/2018;3/18/2018;Standard Class;DK-13225;Dean Katz;Corporate;United States;Huntington Beach;California;92646;West;OFF-AR-10003723;Office Supplies;Art;Avery Hi-Liter Fluorescent Desk Style Markers;3,38;1;0;1,2506;;Anna Andreadi
177;US-2014-125521;3/14/2018;3/19/2018;Standard Class;CK-12325;Christine Kargatis;Home Office;United States;Chesapeake;Virginia;23320;South;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;1139,92;4;0;284,98;;Cassandra Brandow
178;CA-2014-114510;3/14/2018;3/19/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Logan;Utah;84321;West;OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs;33,088;4;0,2;11,1672;;Anna Andreadi
179;CA-2014-114510;3/14/2018;3/19/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Logan;Utah;84321;West;OFF-ST-10000736;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;80,98;1;0;3,2392;;Anna Andreadi
180;CA-2014-114510;3/14/2018;3/19/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Logan;Utah;84321;West;TEC-AC-10004877;Technology;Accessories;Imation 30456 USB Flash Drive 8GB;82,8;12;0;6,624;;Anna Andreadi
181;CA-2014-114510;3/14/2018;3/19/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Logan;Utah;84321;West;OFF-ST-10003221;Office Supplies;Storage;Staple magnet;21,36;2;0;5,7672;;Anna Andreadi
182;CA-2014-114510;3/14/2018;3/19/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Logan;Utah;84321;West;OFF-BI-10003007;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";62,048;2;0,2;20,1656;;Anna Andreadi
183;CA-2014-152618;3/14/2018;3/17/2018;First Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60653;Central;TEC-MA-10003626;Technology;Machines;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;574,91;2;0,3;156,047;;Kelly Williams
184;CA-2014-152618;3/14/2018;3/17/2018;First Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60653;Central;OFF-PA-10001215;Office Supplies;Paper;Xerox 1963;8,448;2;0,2;2,64;;Kelly Williams
185;CA-2014-100293;3/14/2018;3/18/2018;Standard Class;NF-18475;Neil Französisch;Home Office;United States;Jacksonville;Florida;32216;South;OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;91,056;6;0,2;31,8696;;Cassandra Brandow
